ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,BOOKING_CODE,longitude,latitude,location
,OGD809,,CALGARY RECREATION,CALGARY PARKS SHARED,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.008894390118,50.9976298437452,"(50.9976298437452, -114.008894390118)"
,OAK069,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1OAK08,-114.135226856793,50.9713763480427,"(50.9713763480427, -114.135226856793)"
,WIL170,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,4,GOAL POST,STANDARD,S5WIL06,-114.063587916113,50.9577537730588,"(50.9577537730588, -114.063587916113)"
,PEN577,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1PEN13,-113.954548207128,51.0422296779971,"(51.0422296779971, -113.954548207128)"
,TUS602,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1TUS14,-114.247042612768,51.1191311641356,"(51.1191311641356, -114.247042612768)"
XX ACR 3NO BOLTS TO SECURE CROSSBAR,SVO003,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1SVO11,-114.086508817371,50.8800434006198,"(50.8800434006198, -114.086508817371)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,EVN275,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,,-114.11156166272,51.1720173850833,"(51.1720173850833, -114.11156166272)"
,BRE452,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5BRE15,-114.134726680265,51.1041901324439,"(51.1041901324439, -114.134726680265)"
,ALB632,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1ALB77,-113.992051919695,51.0453809344363,"(51.0453809344363, -113.992051919695)"
DISCOVERED ASSET,WOO304,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.105185307192,50.9411361028659,"(50.9411361028659, -114.105185307192)"
,PAT826,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,N/A,-114.177524126951,51.0615639879961,"(51.0615639879961, -114.177524126951)"
,DOV030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1DOV31,-113.991791753896,51.0255347311536,"(51.0255347311536, -113.991791753896)"
,REN791,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B5REN05,-114.047275848774,51.0609279020745,"(51.0609279020745, -114.047275848774)"
,ALB627,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5ALB13,-113.984856558835,51.0419902800926,"(51.0419902800926, -113.984856558835)"
,KIL874,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1KIL16,-114.130817051901,51.0349179278398,"(51.0349179278398, -114.130817051901)"
FROM IMAGE,DOV753,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1DOV36,-113.965901919576,51.0296935775143,"(51.0296935775143, -113.965901919576)"
,EPK103,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5EPK03,-114.089569718015,51.0227434800632,"(51.0227434800632, -114.089569718015)"
,ESH906,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,X1ESH02,-113.97072912136,50.9462884635295,"(50.9462884635295, -113.97072912136)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,CHW427,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.108068244071,51.0926694287283,"(51.0926694287283, -114.108068244071)"
,TUX802,,CALGARY SEPARATE SCHOOL BOARD,CALGARY SEPARATE SCHOOL BOARD,,ACTIVE,4,GOAL POST,STANDARD,S6TUX05,-114.059065937499,51.0743510219367,"(51.0743510219367, -114.059065937499)"
,DOV758,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5DOV16,-113.975743357865,51.0289805973522,"(51.0289805973522, -113.975743357865)"
,COL350,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5TRI04,-114.105333522393,51.0844306134641,"(51.0844306134641, -114.105333522393)"
ACR 3 FROM INSPECTOR,MON291,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,N/A,-114.174043079402,51.0771029578297,"(51.0771029578297, -114.174043079402)"
,SDC398,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1SDC18,-114.045962416543,50.9000289025164,"(50.9000289025164, -114.045962416543)"
,WLD772,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1WLD04,-114.150822592964,51.0503706411707,"(51.0503706411707, -114.150822592964)"
,VAR120,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5VAR13,-114.161624673609,51.0923964531903,"(51.0923964531903, -114.161624673609)"
,ROY301,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1ROY01,-114.217131679773,51.1422746940533,"(51.1422746940533, -114.217131679773)"
,CHA283,,CALGARY PARKS,CALGARY PARKS,2012/07/23:AS PER J BROWN THIS SPORT EQUIPMENT WILL BE MODIFIED DUE CHANGES IN THE PURPOSE OF THE LAND,ACTIVE,4,GOAL POST,STANDARD,S1CHA05,-114.027130494916,50.8851894921754,"(50.8851894921754, -114.027130494916)"
,ACA185,,CALGARY BOARD OF EDUCATION,CHARTER OR PRIVATE SCHOOL,,ACTIVE,4,GOAL POST,STANDARD,S5ACA14,-114.064363096189,50.9744684733535,"(50.9744684733535, -114.064363096189)"
,HID413,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1HID14,-114.110792828531,51.1502363920749,"(51.1502363920749, -114.110792828531)"
,COL350,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5TRI04,-114.104392076305,51.08414591702,"(51.08414591702, -114.104392076305)"
,RIC172,,CALGARY SEPARATE SCHOOL BOARD,CALGARY SEPARATE SCHOOL BOARD,,ACTIVE,4,GOAL POST,STANDARD,S6RIC07,-114.116648185555,51.0328058054898,"(51.0328058054898, -114.116648185555)"
,MCT823,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1MCT22,-113.957531809586,50.9093447798313,"(50.9093447798313, -113.957531809586)"
NO FIELD BOOKING CODE,DIA514,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1DIA01,-114.023615879435,50.9452574280557,"(50.9452574280557, -114.023615879435)"
,BOW005,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B5BOW13,-114.178064940905,51.081557737541,"(51.081557737541, -114.178064940905)"
,WOO304,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1WOO06,-114.108126116472,50.9399320522354,"(50.9399320522354, -114.108126116472)"
,UNI546,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,X5UNI04,-114.131788666394,51.0696352294693,"(51.0696352294693, -114.131788666394)"
,PAT826,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.17715910765,51.0614380268016,"(51.0614380268016, -114.17715910765)"
,WIL155,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1WIL20,-114.042865022255,50.9499229744983,"(50.9499229744983, -114.042865022255)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,EVN275,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,,-114.111606043084,51.1727493123975,"(51.1727493123975, -114.111606043084)"
,RIC700,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1RIC16,-114.12803767144,51.0245980256826,"(51.0245980256826, -114.12803767144)"
,VAR120,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5VAR13,-114.161033872544,51.0921906696553,"(51.0921906696553, -114.161033872544)"
,SIG744,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1SIG20,-114.182712444736,51.023518971417,"(51.023518971417, -114.182712444736)"
,RUN257,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1RUN14,-113.976664811627,51.0791677633516,"(51.0791677633516, -113.976664811627)"
,SCE153,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SCE05,-114.218812759169,51.1193169150117,"(51.1193169150117, -114.218812759169)"
,BRA102,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1BRA07,-114.115544922416,50.9560921116611,"(50.9560921116611, -114.115544922416)"
,DDG746,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1DDG14,-113.9834877526,50.9363070855478,"(50.9363070855478, -113.9834877526)"
,02F201,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1INL06,-114.181108490688,51.1519018436823,"(51.1519018436823, -114.181108490688)"
,THO569,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1THO19,-114.081456508656,51.1028220732743,"(51.1028220732743, -114.081456508656)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,PIN301,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-113.957595636472,51.0801504297729,"(51.0801504297729, -113.957595636472)"
,02F201,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1INL05,-114.182409533695,51.1528555875384,"(51.1528555875384, -114.182409533695)"
,WIL154,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1WIL13,-114.058504582303,50.9498771480868,"(50.9498771480868, -114.058504582303)"
,HAY240,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5HAY25,-114.083703529556,50.9745524327891,"(50.9745524327891, -114.083703529556)"
,VAR103,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1VAR05,-114.166412903949,51.1028075376727,"(51.1028075376727, -114.166412903949)"
,SHN359,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,WITH UPRIGHT,X1SHN13,-114.064533038373,50.8967812783176,"(50.8967812783176, -114.064533038373)"
,RAN033,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1RAN01,-114.180589387599,51.1181124378944,"(51.1181124378944, -114.180589387599)"
,MCI092,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,NAWLSE01,-114.016806641851,51.0899873604915,"(51.0899873604915, -114.016806641851)"
,CAP320,,CALGARY SEPARATE SCHOOL BOARD,CALGARY SEPARATE SCHOOL BOARD,,ACTIVE,4,GOAL POST,STANDARD,S6CAP08,-114.10230517706,51.0726331614272,"(51.0726331614272, -114.10230517706)"
,STR581,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1STR13,-114.204680841845,51.0496599344366,"(51.0496599344366, -114.204680841845)"
,WBN323,,CALGARY PARKS & CSSB,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1WBN03,-114.130033915082,50.9434292986247,"(50.9434292986247, -114.130033915082)"
,EYA104,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5EYA04,-114.078026861125,51.0097903679066,"(51.0097903679066, -114.078026861125)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,BED724,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.064061691933,51.1266619835016,"(51.1266619835016, -114.064061691933)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,BRA102,,CALGARY PARKS,CALGARY PARKS,WOOD,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.116065664421,50.956077231338,"(50.956077231338, -114.116065664421)"
,NHV100,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5NHV02,-114.085584663758,51.0969809152261,"(51.0969809152261, -114.085584663758)"
,GDL108,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B5GDL09,-114.14775839308,51.032143554168,"(51.032143554168, -114.14775839308)"
2015/02/26: EMAILED D HARRISION FOR FAC DATE,DOV030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1DOV30,-113.993435670431,51.0258438976988,"(51.0258438976988, -113.993435670431)"
,MID384,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1MID07,-114.053764681052,50.9139016416622,"(50.9139016416622, -114.053764681052)"
,DAL086,,CALGARY SEPARATE SCHOOL BOARD,CALGARY SEPARATE SCHOOL BOARD,,ACTIVE,4,GOAL POST,STANDARD,S6DAL19,-114.154720133316,51.110233973514,"(51.110233973514, -114.154720133316)"
,CHA283,,CALGARY PARKS,CALGARY PARKS,2012/07/23:AS PER J BROWN THIS SPORT EQUIPMENT WILL BE MODIFIED DUE CHANGES IN THE PURPOSE OF THE LAND,ACTIVE,4,GOAL POST,STANDARD,S1CHA05,-114.028080465401,50.8847208023455,"(50.8847208023455, -114.028080465401)"
,BRI357,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1BRI04,-114.106222012128,50.9049435443856,"(50.9049435443856, -114.106222012128)"
,BRE103,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5BRE23,-114.123014152983,51.0887350748949,"(51.0887350748949, -114.123014152983)"
,SIG744,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SIG19,-114.183633762987,51.0231367599453,"(51.0231367599453, -114.183633762987)"
,FAL086,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1FAL01,-113.942997130485,51.1039158001202,"(51.1039158001202, -113.942997130485)"
,SOV767,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5SOV04,-113.987395552107,51.032067750394,"(51.032067750394, -113.987395552107)"
,CHA834,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1CHA97,-114.047020542421,50.8820209963759,"(50.8820209963759, -114.047020542421)"
,RIV871,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1RIV14,-114.002061719496,50.9725885904209,"(50.9725885904209, -114.002061719496)"
,SOW226,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.082612534034,50.9578637674469,"(50.9578637674469, -114.082612534034)"
,TAR134,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1TAR14,-113.935455559959,51.1215384404875,"(51.1215384404875, -113.935455559959)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,ALB628,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-113.991954162431,51.0416064382881,"(51.0416064382881, -113.991954162431)"
,BRI709,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1BRI76,-114.117696832005,50.9021366999545,"(50.9021366999545, -114.117696832005)"
,WSP019,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1WSP07,-114.205611710639,51.0569778239016,"(51.0569778239016, -114.205611710639)"
,DAL075,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1DAL08,-114.167608194861,51.1113312715143,"(51.1113312715143, -114.167608194861)"
4/2016: C MCLEAN TO ADVISE BOOKING CODE CHANGES,CUR552,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1LPK02,-114.120514393739,51.0107046562923,"(51.0107046562923, -114.120514393739)"
,MPK548,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1MPK03,-113.941618730413,51.062235528816,"(51.062235528816, -113.941618730413)"
,SHN386,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.08620006813,50.9070768400293,"(50.9070768400293, -114.08620006813)"
,FLN605,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1FLN16,-113.962739344861,51.0442872937496,"(51.0442872937496, -113.962739344861)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,SCE410,,CALGARY PARKS,CALGARY PARKS,BASKET #13,ACTIVE,2,DISK GOLF BASKET,NO BREAKDOWN,N/A,-114.223293899322,51.1010814003083,"(51.1010814003083, -114.223293899322)"
,CHA284,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CHA14,-114.029189305611,50.8803294192555,"(50.8803294192555, -114.029189305611)"
,HAM461,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1HAM14,-114.1481886144,51.1427139740413,"(51.1427139740413, -114.1481886144)"
,PIN301,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1PIN10,-113.957196880991,51.0811582116548,"(51.0811582116548, -113.957196880991)"
,PEN583,,CALGARY SEPARATE SCHOOL BOARD,CALGARY SEPARATE SCHOOL BOARD,,ACTIVE,4,GOAL POST,STANDARD,S6PEN07,-113.948118786498,51.0466846756369,"(51.0466846756369, -113.948118786498)"
,DAL075,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1DAL08,-114.168179408976,51.1106723397226,"(51.1106723397226, -114.168179408976)"
,SOW216,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,4,GOAL POST,STANDARD,S5SOW09,-114.087507942607,50.9580009514142,"(50.9580009514142, -114.087507942607)"
XX ACR 2,NEB844,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1NEB05,-113.938606756558,50.921149048498,"(50.921149048498, -113.938606756558)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,ASP514,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.21843175946,51.0422681978005,"(51.0422681978005, -114.21843175946)"
,VIS251,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5VIS06,-114.016847196494,51.0735404091705,"(51.0735404091705, -114.016847196494)"
XX ACR 2,SGH001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1SGH04,-114.152371131965,51.1810878012056,"(51.1810878012056, -114.152371131965)"
,MCI091,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,MCILSE04,-114.015343791842,51.0863134123239,"(51.0863134123239, -114.015343791842)"
,SIL268,,CALGARY PARKS,CALGARY PARKS AND SCHOOL,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SIL04,-114.189650276089,51.1051506435218,"(51.1051506435218, -114.189650276089)"
,MOR298,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1MOR02,-113.928370701642,51.0764929183621,"(51.0764929183621, -113.928370701642)"
,ARB934,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1ARB09,-114.206779121081,51.1325050799018,"(51.1325050799018, -114.206779121081)"
,PUM058,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5PUM06,-114.103128400489,50.9649015694072,"(50.9649015694072, -114.103128400489)"
,RIC172,,CALGARY SEPARATE SCHOOL BOARD,CALGARY SEPARATE SCHOOL BOARD,,ACTIVE,4,GOAL POST,STANDARD,S6RIC05,-114.116232566827,51.0328048783143,"(51.0328048783143, -114.116232566827)"
,MCT820,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1MCT16,-113.960126848442,50.9259018721534,"(50.9259018721534, -113.960126848442)"
,HAW006,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1HAW03,-114.178737389929,51.1332393178794,"(51.1332393178794, -114.178737389929)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,DDG718,,CALGARY PARKS & CBE,CALGARY PARKS,METAL,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.002360690193,50.941970792197,"(50.941970792197, -114.002360690193)"
,HAM461,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1HAM07,-114.146040763928,51.14196180898,"(51.14196180898, -114.146040763928)"
,VAR103,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1VAR07,-114.167386992218,51.1014159137588,"(51.1014159137588, -114.167386992218)"
,RIC700,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1RIC15,-114.128904760182,51.0236523501435,"(51.0236523501435, -114.128904760182)"
,MCT823,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1MCT22,-113.958050698334,50.909664848453,"(50.909664848453, -113.958050698334)"
,FLN605,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,4,GOAL POST,WITH UPRIGHT,X5FLN03,-113.967319959686,51.0435519573243,"(51.0435519573243, -113.967319959686)"
,MON004,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5MON05,-114.159127219821,51.0752551839447,"(51.0752551839447, -114.159127219821)"
,MID384,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1MID06,-114.053091270413,50.9141734135012,"(50.9141734135012, -114.053091270413)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,THO762,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.05125880003,51.1091276003665,"(51.1091276003665, -114.05125880003)"
,EDG055,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.151345914495,51.1261837384346,"(51.1261837384346, -114.151345914495)"
,FAL088,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1FAL11,-113.943419294856,51.1070018330513,"(51.1070018330513, -113.943419294856)"
,SAD320,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SAD05,-113.941516481031,51.1322603216458,"(51.1322603216458, -113.941516481031)"
,SCE153,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SCE04,-114.218110747511,51.1189592650286,"(51.1189592650286, -114.218110747511)"
,OGD801,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,4,GOAL POST,STANDARD,S5OGD17,-114.01165855711,50.9841140706009,"(50.9841140706009, -114.01165855711)"
,FAL087,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,WITH UPRIGHT,X1FAL05,-113.952506350848,51.1035208846886,"(51.1035208846886, -113.952506350848)"
,BOW186,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1BOW32,-114.19063249156,51.0824380813824,"(51.0824380813824, -114.19063249156)"
XX ACR 2,PAN008,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1PAN22,-114.101122419006,51.1676504050026,"(51.1676504050026, -114.101122419006)"
,CAS073,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CAS07,-113.957089787149,51.1071796653484,"(51.1071796653484, -113.957089787149)"
,BDO454,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1BDO04,-114.032552274316,50.9458633191689,"(50.9458633191689, -114.032552274316)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,CAN345,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.075183699101,50.939061851022,"(50.939061851022, -114.075183699101)"
,THO840,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5THO16,-114.075161623518,51.0983819111578,"(51.0983819111578, -114.075161623518)"
,RUN248,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1RUN09,-113.972584693772,51.0752704569813,"(51.0752704569813, -113.972584693772)"
