ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,ASSET_TYPE,TYPE_DESCRIPTION,MINORTYPE,BOOKING_CODE,longitude,latitude,location
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,SPR778,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,,-114.135394825659,51.0475348141046,"(51.0475348141046, -114.135394825659)"
,MCK564,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-113.982913259315,50.9065045607597,"(50.9065045607597, -113.982913259315)"
,TAR134,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1TAR13,-113.936457643603,51.1211773055483,"(51.1211773055483, -113.936457643603)"
,MOR298,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1MOR02,-113.9283702167,51.0760417077583,"(51.0760417077583, -113.9283702167)"
,BRE452,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1BRE14,-114.138497037879,51.1035449328994,"(51.1035449328994, -114.138497037879)"
,THO702,,OUTSIDE AGENCY,OPTIONAL AMENITIES AGREEMENT,MAINTAINED AND OWNED BY THORNCLIFFE/GREENVIEW COMMUNITY ASSOC; OPTIONAL AMENITIES AGREEMENT ON FILE EXPIRES (2018/04/03),ACTIVE,2,DISK GOLF BASKET,NO BREAKDOWN,,-114.05932510928,51.0974090896685,"(51.0974090896685, -114.05932510928)"
UNDER DUGOUT,GDL881,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,LITTLE LEAGUE 6,-114.158726399576,51.0331835093239,"(51.0331835093239, -114.158726399576)"
,SCA866,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5SCA02,-114.109890536468,51.0415466388206,"(51.0415466388206, -114.109890536468)"
,PEN577,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1PEN14,-113.953303600003,51.0431057550262,"(51.0431057550262, -113.953303600003)"
,CAN330,,CALGARY SEPARATE SCHOOL BOARD,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S5CAN10,-114.08735614572,50.9440480553933,"(50.9440480553933, -114.08735614572)"
,02F201,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1INL07,-114.179893200044,51.1519238007807,"(51.1519238007807, -114.179893200044)"
,MOP805,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1MOP04,-114.083945580885,51.0730209487259,"(51.0730209487259, -114.083945580885)"
NOT TYPICAL GOAL POST - SEE ASSET PHOTO,GPK056,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,N/A,-114.133917033935,50.9771055007692,"(50.9771055007692, -114.133917033935)"
XX ACR 2VISIBLE SIGNS OF RUST ON CROSSBAR,CRA905,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CRA18,-113.967372746758,50.8729591047463,"(50.8729591047463, -113.967372746758)"
,CHA828,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CHA04,-114.041393791699,50.8894006514826,"(50.8894006514826, -114.041393791699)"
,GDL881,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,4,GOAL POST,STANDARD,OPT02,-114.162612948905,51.0334364850495,"(51.0334364850495, -114.162612948905)"
,HUN838,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5HUN21,-114.059712397016,51.1121961762343,"(51.1121961762343, -114.059712397016)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,MPK548,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-113.944211379182,51.0580899935954,"(51.0580899935954, -113.944211379182)"
,ALT602,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5ALT15,-114.098214357875,51.014224636584,"(51.014224636584, -114.098214357875)"
,HAM946,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1HAM01,-114.129271788787,51.1421164779387,"(51.1421164779387, -114.129271788787)"
,UMR274,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5UMR10,-114.081851858754,51.0308910375176,"(51.0308910375176, -114.081851858754)"
,BRA099,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5BRA05,-114.101260792799,50.9552087043394,"(50.9552087043394, -114.101260792799)"
,LKB482,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,WITH UPRIGHT,X1LKB30,-114.061593693255,50.9394896994026,"(50.9394896994026, -114.061593693255)"
MISSING CROSSBAR,GDL108,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5GDL11,-114.146470619331,51.0325829279151,"(51.0325829279151, -114.146470619331)"
,CIT967,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1CIT01,-114.176494610811,51.1447533607267,"(51.1447533607267, -114.176494610811)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,GBK607,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.153770566727,51.0225966669354,"(51.0225966669354, -114.153770566727)"
,HIL100,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5HIL15,-114.10035054313,51.0546961836988,"(51.0546961836988, -114.10035054313)"
,FLN605,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B5FLN01,-113.965700293798,51.0437633633063,"(51.0437633633063, -113.965700293798)"
NO FIELD BOOKING CODE,BDO454,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1BDO03,-114.033458653573,50.945372855291,"(50.945372855291, -114.033458653573)"
,HAM461,,CALGARY PARKS & CSSB,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1HAM04,-114.147926435168,51.1415764145527,"(51.1415764145527, -114.147926435168)"
,SDC399,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1SDC01,-114.045679125681,50.9053864460897,"(50.9053864460897, -114.045679125681)"
,MON291,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.168226959415,51.0700316407153,"(51.0700316407153, -114.168226959415)"
,SAD326,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SAD01,-113.957566679211,51.1322092470165,"(51.1322092470165, -113.957566679211)"
,SIL268,,CALGARY PARKS,CALGARY PARKS AND SCHOOL,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SIL05,-114.191646630654,51.1050843999613,"(51.1050843999613, -114.191646630654)"
,QLD515,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1QLD07,-114.021019121104,50.9342630841617,"(50.9342630841617, -114.021019121104)"
NO DAS OR VISIBLE VERIFICATION AT FAC. PORTABLE?,RSN002,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1RSN01,-113.965395740642,51.1699847750789,"(51.1699847750789, -113.965395740642)"
,BOW309,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B5BOW08,-114.189541277354,51.0868311703282,"(51.0868311703282, -114.189541277354)"
,MON291,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,4,GOAL POST,STANDARD,FOOTBALL/SOCCER 2,-114.166605719296,51.0733526934035,"(51.0733526934035, -114.166605719296)"
,TUS645,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1TUS17,-114.243968297751,51.1157849246262,"(51.1157849246262, -114.243968297751)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,RUN259,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-113.963747523946,51.075589831913,"(51.075589831913, -113.963747523946)"
,PIN035,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1PIN04,-113.947084077905,51.0707586880254,"(51.0707586880254, -113.947084077905)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,VAR103,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.166460413769,51.1018750858242,"(51.1018750858242, -114.166460413769)"
,RAN021,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1RAN09,-114.19332498491,51.1212616550931,"(51.1212616550931, -114.19332498491)"
,HID246,,CALGARY PARKS & CSSB,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1HID11,-114.095223888397,51.1603689846309,"(51.1603689846309, -114.095223888397)"
,GLA651,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1GLA10,-114.155677403811,51.0126378383573,"(51.0126378383573, -114.155677403811)"
,KEL006,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1KEL02,-114.085157270463,50.987415930338,"(50.987415930338, -114.085157270463)"
,SAN123,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.104912984543,51.1397092488117,"(51.1397092488117, -114.104912984543)"
,HIL477,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1HIL01,-114.093491930259,51.0582494163699,"(51.0582494163699, -114.093491930259)"
,PAL039,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1PAL03,-114.115193564279,50.9682180113921,"(50.9682180113921, -114.115193564279)"
,MAL505,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1MAL02,-114.017989739835,51.0640123640534,"(51.0640123640534, -114.017989739835)"
,HAY240,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5HAY22,-114.082269228742,50.9760566126863,"(50.9760566126863, -114.082269228742)"
,FLN605,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1FLN16,-113.962162039035,51.044962744296,"(51.044962744296, -113.962162039035)"
,CHV960,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CHV02,-114.061822366021,51.1577575401484,"(51.1577575401484, -114.061822366021)"
DISCOVERED - DAS,SHG920,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.119058215208,51.0402463422927,"(51.0402463422927, -114.119058215208)"
,DAL096,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1DAL11,-114.151590042815,51.1024561334554,"(51.1024561334554, -114.151590042815)"
,VAR346,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,4,GOAL POST,STANDARD,S5VAR34,-114.148171745282,51.0918689122212,"(51.0918689122212, -114.148171745282)"
,ARB305,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1ARB05,-114.191769046343,51.1314985492885,"(51.1314985492885, -114.191769046343)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,ACA196,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1ACA39,-114.062786266305,50.9695574321082,"(50.9695574321082, -114.062786266305)"
3 HOOPS STEMMING OFF ONE BASE,PAN030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.080281070723,51.1583214249794,"(51.1583214249794, -114.080281070723)"
,WOO304,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1WOO06,-114.108125202744,50.93921414042,"(50.93921414042, -114.108125202744)"
,CRA023,,CALGARY PARKS & CSSB,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1CRA05,-113.976548628298,50.88964036635,"(50.88964036635, -113.976548628298)"
,MRT331,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1MRT13,-113.957996618968,51.1228863686592,"(51.1228863686592, -113.957996618968)"
,MCI091,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,MCILSE09,-114.017166167788,51.0894288811453,"(51.0894288811453, -114.017166167788)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,BRE452,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.139269195103,51.1035077173852,"(51.1035077173852, -114.139269195103)"
,DRN547,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1DRN08,-114.010969055008,50.9212419964478,"(50.9212419964478, -114.010969055008)"
,WND371,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1WND01,-114.076680990576,51.0066226109851,"(51.0066226109851, -114.076680990576)"
,MRL516,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1MRL05,-113.975533365098,51.0628725411292,"(51.0628725411292, -113.975533365098)"
,MAL101,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5MAL04,-114.018738895004,51.0630478704641,"(51.0630478704641, -114.018738895004)"
,DOV771,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1DOV02,-113.98958327544,51.0253537512554,"(51.0253537512554, -113.98958327544)"
,CPF853,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CPF01,-113.942661179672,50.9074118959871,"(50.9074118959871, -113.942661179672)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,SCE410,,CALGARY PARKS,CALGARY PARKS,BASKET #5,ACTIVE,2,DISK GOLF BASKET,NO BREAKDOWN,N/A,-114.224126500082,51.1003155000966,"(51.1003155000966, -114.224126500082)"
,KCA838,1100 KINCORA DR NW,CALGARY PARKS,CALGARY PARKS - LANDSCAPE SERVICE AGREEMENT,ENHANCED MAINTENANCE AGREEMENT - SEE REPOSITORY FOR DETAILS,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1KCA04,-114.130418010512,51.1615037570818,"(51.1615037570818, -114.130418010512)"
,GDL881,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,SOFTBALL 10A,-114.160030918583,51.0337930428136,"(51.0337930428136, -114.160030918583)"
2015/02/26: EMAILED D HARRISION FOR FAC DATE,DOV030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1DOV30,-113.993732920001,51.0260183279888,"(51.0260183279888, -113.993732920001)"
INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,MID384,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-114.054012184353,50.9138555690832,"(50.9138555690832, -114.054012184353)"
,RUN259,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1RUN04,-113.966430558432,51.0747657431103,"(51.0747657431103, -113.966430558432)"
,FLN605,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B5FLN06,-113.967596381773,51.0411096431913,"(51.0411096431913, -113.967596381773)"
,EYA201,,CALGARY SEPARATE SCHOOL BOARD,CALGARY SEPARATE SCHOOL BOARD,,ACTIVE,4,GOAL POST,STANDARD,S6EYA09,-114.080158044917,51.0097513435349,"(51.0097513435349, -114.080158044917)"
,NEB844,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1NEB09,-113.944998437369,50.9180712321597,"(50.9180712321597, -113.944998437369)"
X ACR 3,RID100,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5RID01,-114.075748591338,51.0249764202254,"(51.0249764202254, -114.075748591338)"
,PAT826,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1PAT02,-114.176641929713,51.0628349661557,"(51.0628349661557, -114.176641929713)"
,ACA105,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5ACA31,-114.043805433001,50.9674520907585,"(50.9674520907585, -114.043805433001)"
,BRI674,,CALGARY PARKS & CSSB,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1BRI01,-114.101497664329,50.9010660154609,"(50.9010660154609, -114.101497664329)"
,CGR208,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CGR02,-114.218474147027,51.0708538340129,"(51.0708538340129, -114.218474147027)"
,PAT826,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.177517599527,51.0614309752815,"(51.0614309752815, -114.177517599527)"
,CAN327,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CAN04,-114.090387279695,50.9498182773506,"(50.9498182773506, -114.090387279695)"
,HAR639,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1HAR03,-114.05844047254,51.1466127573305,"(51.1466127573305, -114.05844047254)"
,CHR904,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CHR03,-114.182560495122,51.0383844522547,"(51.0383844522547, -114.182560495122)"
,KCA020,,CALGARY PARKS,DEVELOPER CONSTRUCTION,WILL HAVE AN ENHANCED MAINTENANCE AGREEMENT WHEN FAC'D - SEE REPOSITORY FOR DETAILS,INSTALLED,4,GOAL POST,STANDARD,S1KCA05,-114.143115112444,51.1673130452553,"(51.1673130452553, -114.143115112444)"
,BOW172,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B5BOW23,-114.212338992166,51.0939225533593,"(51.0939225533593, -114.212338992166)"
,RUN257,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,3,EQUIPMENT BOX,NO BREAKDOWN,N/A,-113.975164155366,51.0780854229472,"(51.0780854229472, -113.975164155366)"
,RAN033,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1RAN16,-114.182756803623,51.1201794000339,"(51.1201794000339, -114.182756803623)"
,VAR431,,CALGARY BOARD OF EDUCATION,CALGARY PARKS AND SCHOOL,,ACTIVE,4,GOAL POST,STANDARD,S7VAR27,-114.149510950895,51.0857295057161,"(51.0857295057161, -114.149510950895)"
,MPL183,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5MPL06,-114.041668904035,50.9625623723128,"(50.9625623723128, -114.041668904035)"
,VAR120,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5VAR13,-114.160795680715,51.0923941297824,"(51.0923941297824, -114.160795680715)"
,SHI012,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,4,GOAL POST,WITH UPRIGHT,SHILSE02,-113.99381231273,50.9714314561045,"(50.9714314561045, -113.99381231273)"
,VAR120,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S6VAR10,-114.159813899888,51.0921405253018,"(51.0921405253018, -114.159813899888)"
,VAR431,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1VAR31,-114.14824161114,51.0845222891902,"(51.0845222891902, -114.14824161114)"
,VAR120,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5VAR20,-114.16409530794,51.0911792861975,"(51.0911792861975, -114.16409530794)"
,DDG724,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.007195140431,50.9564288876912,"(50.9564288876912, -114.007195140431)"
,TEM152,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1TEM07,-113.946144203303,51.0897839936809,"(51.0897839936809, -113.946144203303)"
,SOM651,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.078163140947,50.8984316057465,"(50.8984316057465, -114.078163140947)"
,COU015,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1COU03,-114.070530793591,51.1480858642311,"(51.1480858642311, -114.070530793591)"
,FLN605,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5FHT11,-113.962861047676,51.0430644390458,"(51.0430644390458, -113.962861047676)"
,CHV960,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1CHV02,-114.062958636608,51.1582061046403,"(51.1582061046403, -114.062958636608)"
,SVO857,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SVO05,-114.080049381484,50.8850614865599,"(50.8850614865599, -114.080049381484)"
,MPL183,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,4,GOAL POST,STANDARD,WILLSE03,-114.041919088871,50.9609909358448,"(50.9609909358448, -114.041919088871)"
,EDG119,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1EDG21,-114.124184165866,51.1404754517962,"(51.1404754517962, -114.124184165866)"
,SCE153,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1SCE12,-114.21816132796,51.1205156650243,"(51.1205156650243, -114.21816132796)"
,SCE153,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SCE05,-114.218536667175,51.1192242591356,"(51.1192242591356, -114.218536667175)"
,DRN547,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1DRN08,-114.011600095981,50.9210260604113,"(50.9210260604113, -114.011600095981)"
,HUN586,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5HUN10,-114.077826142395,51.113221084366,"(51.113221084366, -114.077826142395)"
,VIS250,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1VIS12,-114.021330998268,51.0764648301663,"(51.0764648301663, -114.021330998268)"
,WBN323,,CALGARY PARKS & CSSB,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1WBN01,-114.130326431781,50.9466422566671,"(50.9466422566671, -114.130326431781)"
,MCI092,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,NAWLSE03,-114.01809910747,51.0918751088869,"(51.0918751088869, -114.01809910747)"
4/2016: C MCLEAN TO ADVISE BOOKING CODE CHANGES,GAW642,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1ALT18,-114.115442740159,51.0095788199957,"(51.0095788199957, -114.115442740159)"
,GPK701,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,BASEBALL 2,-114.100410326471,51.007298889104,"(51.007298889104, -114.100410326471)"
,GDL881,,CALGARY RECREATION,CALGARY RECREATION,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,SOFTBALL 8,-114.160482754985,51.034091595157,"(51.034091595157, -114.160482754985)"
,GBK607,,CALGARY BOARD OF EDUCATION,CALGARY BOARD OF EDUCATION,,ACTIVE,4,GOAL POST,STANDARD,S5GBK04,-114.154095859934,51.0228225506055,"(51.0228225506055, -114.154095859934)"
,SOM656,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.070902243664,50.9024684941896,"(50.9024684941896, -114.070902243664)"
,SIG720,,CALGARY PARKS & CBE,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1SIG01,-114.168546048321,51.0316862339516,"(51.0316862339516, -114.168546048321)"
,ACA197,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1ACA32,-114.041210191892,50.9682986323793,"(50.9682986323793, -114.041210191892)"
,PEN583,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1PEN03,-113.944754018486,51.0465452905073,"(51.0465452905073, -113.944754018486)"
,LKB465,,CALGARY PARKS & CBE,CALGARY PARKS AND SCHOOL,,ACTIVE,5,PLAYERS BENCH,NO BREAKDOWN,B1LKB35,-114.046386273759,50.9310820942082,"(50.9310820942082, -114.046386273759)"
,ROC400,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,4,GOAL POST,STANDARD,S1ROC12,-114.247697264183,51.150126831051,"(51.150126831051, -114.247697264183)"
,CRE871,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,1,BASKETBALL HOOP,NO BREAKDOWN,N/A,-114.069008685943,51.0620760940373,"(51.0620760940373, -114.069008685943)"
